Other, Net;SONT;INC;1270;1;0.517;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Net Income Before Taxes;EIBT;INC;1280;1;33.525;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Provision for Income Taxes;TTAX;INC;1290;1;12.58;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Net Income After Taxes;TIAT;INC;1300;1;20.945;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Minority Interest;CMIN;INC;1310;1;0.0;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Net Income Before Extra. Items;NIBX;INC;1340;1;20.945;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Net Income;NINC;INC;1400;1;20.945;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Total Adjustments to Net Income;SANI;INC;1460;1;-0.27;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;20.675;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;20.675;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Dilution Adjustment;SDAJ;INC;1520;1;0.006;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Diluted Net Income;SDNI;INC;1530;1;20.681;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Diluted Weighted Average Shares;SDWS;INC;1540;2;57.9197;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Diluted EPS Excluding ExtraOrd Items;SDBF;INC;1550;3;0.35706;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
DPS - Common Stock Primary Issue;DDPS1;INC;1570;3;0.0;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Diluted Normalized EPS;VDES;INC;1770;3;0.35706;INC;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.029000
Cash & Equivalents;ACAE;BAL;20;1;50.714;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Cash and Short Term Investments;SCSI;BAL;40;1;50.714;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Accounts Receivable - Trade, Net;AACR;BAL;70;1;2.354;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Receivables, Net;ATRC;BAL;100;1;9.097;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Inventory;AITL;BAL;180;1;1.093;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Prepaid Expenses;APPY;BAL;190;1;3.531;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Other Current Assets, Total;SOCA;BAL;260;1;696.703;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Current Assets;ATCA;BAL;270;1;761.138;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Property/Plant/Equipment, Total - Gross;APTC;BAL;520;1;83.752;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Accumulated Depreciation, Total;ADEP;BAL;530;1;-24.894;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Property/Plant/Equipment, Total - Net;APPN;BAL;540;1;58.858;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Goodwill, Net;AGWI;BAL;570;1;51.889;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Intangibles, Net;AINT;BAL;600;1;3.484;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Other Long Term Assets, Total;SOLA;BAL;780;1;1.286;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Assets;ATOT;BAL;880;1;876.655;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Accounts Payable;LAPB;BAL;890;1;4.899;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Accrued Expenses;LAEX;BAL;910;1;21.32;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Notes Payable/Short Term Debt;LSTD;BAL;1120;1;0.0;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Current Port. of  LT Debt/Capital Leases;LCLD;BAL;1130;1;0.886;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Other Current liabilities, Total;SOCL;BAL;1220;1;700.429;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Current Liabilities;LTCL;BAL;1230;1;727.534;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Long Term Debt;LLTD;BAL;1240;1;24.856;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Long Term Debt;LTTD;BAL;1260;1;24.856;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Debt;STLD;BAL;1270;1;25.742;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Deferred Income Tax;SBDT;BAL;1300;1;0.641;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Other Liabilities, Total;SLTL;BAL;1370;1;25.31;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Liabilities;LTLL;BAL;1380;1;778.341;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Common Stock, Total;SCMS;BAL;1490;1;0.571;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Additional Paid-In Capital;QPIC;BAL;1500;1;71.135;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;26.608;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Equity;QTLE;BAL;1600;1;98.314;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;876.655;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Total Common Shares Outstanding;QTCO;BAL;1660;2;57.11987;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;0.75177;BAL;PAYC;2018-08-06;Annual;RES;2016-03-31;10-Q;2016-05-05;2019-03-17 16:10:36.030000
Net Income/Starting Line;ONET;CAS;10;1;20.945;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Depreciation/Depletion;SDED;CAS;40;1;9.421;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Deferred Taxes;OBDT;CAS;90;1;-1.021;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Non-Cash Items;SNCI;CAS;170;1;3.391;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Cash Taxes Paid;SCTP;CAS;1050;1;19.205;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Cash Interest Paid;SCIP;CAS;1040;1;1.271;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Changes in Working Capital;SOCF;CAS;470;1;10.236;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Cash from Operating Activities;OTLO;CAS;480;1;42.972;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Capital Expenditures;SCEX;CAS;520;1;-16.549;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Other Investing Cash Flow Items, Total;SICF;CAS;670;1;-35.775;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Cash from Investing Activities;ITLI;CAS;680;1;-52.324;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Financing Cash Flow Items;SFCF;CAS;730;1;36.146;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Issuance (Retirement) of Stock, Net;FPSS;CAS;880;1;0.0;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Issuance (Retirement) of Debt, Net;FPRD;CAS;970;1;-1.224;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Cash from Financing Activities;FTLF;CAS;980;1;34.922;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Net Change in Cash;SNCC;CAS;1000;1;25.57;CAS;PAYC;2018-08-06;Annual;UPD;2015-12-31;10-K;2016-02-22;2019-03-17 16:10:36.032000
Revenue;SREV;INC;100;1;150.929;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Total Revenue;RTLR;INC;310;1;150.929;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Cost of Revenue, Total;SCOR;INC;360;1;27.318;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Gross Profit;SGRP;INC;370;1;123.611;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Selling/General/Admin. Expenses, Total;SSGA;INC;550;1;99.048;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Research & Development;ERAD;INC;560;1;4.325;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Depreciation/Amortization;SDPR;INC;600;1;4.538;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Unusual Expense (Income);SUIE;INC;740;1;4.044;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Total Operating Expense;ETOE;INC;830;1;139.273;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Operating Income;SOPI;INC;840;1;11.656;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Interest Inc.(Exp.),Net-Non-Op., Total;SNIN;INC;911;1;-4.056;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Other, Net;SONT;INC;1270;1;2.056;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Net Income Before Taxes;EIBT;INC;1280;1;9.656;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Provision for Income Taxes;TTAX;INC;1290;1;3.993;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Net Income After Taxes;TIAT;INC;1300;1;5.663;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Minority Interest;CMIN;INC;1310;1;0.0;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Net Income Before Extra. Items;NIBX;INC;1340;1;5.663;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Net Income;NINC;INC;1400;1;5.663;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;5.663;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;5.663;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Diluted Net Income;SDNI;INC;1530;1;5.663;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Diluted Weighted Average Shares;SDWS;INC;1540;2;51.85731;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Diluted EPS Excluding ExtraOrd Items;SDBF;INC;1550;3;0.1092;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Diluted Normalized EPS;VDES;INC;1770;3;0.15494;INC;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.034000
Cash & Equivalents;ACAE;BAL;20;1;25.144;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Cash and Short Term Investments;SCSI;BAL;40;1;25.144;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Accounts Receivable - Trade, Net;AACR;BAL;70;1;2.794;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Receivables, Net;ATRC;BAL;100;1;3.729;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Inventory;AITL;BAL;180;1;0.195;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Prepaid Expenses;APPY;BAL;190;1;1.952;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Other Current Assets, Total;SOCA;BAL;260;1;662.373;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Current Assets;ATCA;BAL;270;1;693.393;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Property/Plant/Equipment, Total - Gross;APTC;BAL;520;1;65.008;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Accumulated Depreciation, Total;ADEP;BAL;530;1;-17.089;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Property/Plant/Equipment, Total - Net;APPN;BAL;540;1;47.919;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Goodwill, Net;AGWI;BAL;570;1;51.889;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Intangibles, Net;AINT;BAL;600;1;5.096;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Other Long Term Assets, Total;SOLA;BAL;780;1;0.645;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Assets;ATOT;BAL;880;1;798.942;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Accounts Payable;LAPB;BAL;890;1;3.042;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Accrued Expenses;LAEX;BAL;910;1;11.783;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Notes Payable/Short Term Debt;LSTD;BAL;1120;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Current Port. of  LT Debt/Capital Leases;LCLD;BAL;1130;1;0.855;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Other Current liabilities, Total;SOCL;BAL;1220;1;663.092;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Current Liabilities;LTCL;BAL;1230;1;678.772;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Long Term Debt;LLTD;BAL;1240;1;26.123;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Long Term Debt;LTTD;BAL;1260;1;26.123;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Debt;STLD;BAL;1270;1;26.978;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Deferred Income Tax;SBDT;BAL;1300;1;3.107;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Minority Interest;LMIN;BAL;1310;1;0.0;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Other Liabilities, Total;SLTL;BAL;1370;1;16.802;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Liabilities;LTLL;BAL;1380;1;724.804;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Common Stock, Total;SCMS;BAL;1490;1;0.538;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Additional Paid-In Capital;QPIC;BAL;1500;1;67.937;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Retained Earnings (Accumulated Deficit);QRED;BAL;1510;1;5.663;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Equity;QTLE;BAL;1600;1;74.138;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Liabilities & Shareholders' Equity;QTEL;BAL;1610;1;798.942;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Total Common Shares Outstanding;QTCO;BAL;1660;2;53.83278;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Tangible Book Value per Share, Common Eq;STBP;BAL;1980;3;0.31863;BAL;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.036000
Net Income/Starting Line;ONET;CAS;10;1;5.663;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Depreciation/Depletion;SDED;CAS;40;1;7.162;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Deferred Taxes;OBDT;CAS;90;1;2.259;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Non-Cash Items;SNCI;CAS;170;1;3.789;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Cash Taxes Paid;SCTP;CAS;1050;1;2.013;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Cash Interest Paid;SCIP;CAS;1040;1;3.482;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Changes in Working Capital;SOCF;CAS;470;1;3.464;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Cash from Operating Activities;OTLO;CAS;480;1;22.337;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Capital Expenditures;SCEX;CAS;520;1;-14.27;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Other Investing Cash Flow Items, Total;SICF;CAS;670;1;-204.78;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Cash from Investing Activities;ITLI;CAS;680;1;-219.05;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Financing Cash Flow Items;SFCF;CAS;730;1;204.778;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Issuance (Retirement) of Stock, Net;FPSS;CAS;880;1;62.84;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Issuance (Retirement) of Debt, Net;FPRD;CAS;970;1;-59.123;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Cash from Financing Activities;FTLF;CAS;980;1;208.495;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Net Change in Cash;SNCC;CAS;1000;1;11.782;CAS;PAYC;2018-08-06;Annual;UPD;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.038000
Revenue;SREV;INC;100;1;107.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Total Revenue;RTLR;INC;310;1;107.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Cost of Revenue, Total;SCOR;INC;360;1;20.891;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Gross Profit;SGRP;INC;370;1;86.71;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Selling/General/Admin. Expenses, Total;SSGA;INC;550;1;71.41;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Research & Development;ERAD;INC;560;1;2.146;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Depreciation/Amortization;SDPR;INC;600;1;3.682;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Unusual Expense (Income);SUIE;INC;740;1;0.0;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Total Operating Expense;ETOE;INC;830;1;98.129;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Operating Income;SOPI;INC;840;1;9.472;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Interest Inc.(Exp.),Net-Non-Op., Total;SNIN;INC;911;1;-9.932;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Other, Net;SONT;INC;1270;1;1.859;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Net Income Before Taxes;EIBT;INC;1280;1;1.399;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Provision for Income Taxes;TTAX;INC;1290;1;0.792;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Net Income After Taxes;TIAT;INC;1300;1;0.607;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Minority Interest;CMIN;INC;1310;1;-0.006;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Net Income Before Extra. Items;NIBX;INC;1340;1;0.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Net Income;NINC;INC;1400;1;0.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Income Available to Com Excl ExtraOrd;CIAC;INC;1470;1;0.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Income Available to Com Incl ExtraOrd;XNIC;INC;1480;1;0.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
Diluted Net Income;SDNI;INC;1530;1;0.601;INC;PAYC;2018-08-06;Annual;RES;2014-12-31;10-K;2015-02-26;2019-03-17 16:10:36.039000
